Id,Property Name,Store ID,Address,City,State,State Code,Zip Code,DMA Name,DMA Code,CBSA Name,CBSA Code,lat,lng,Category Group,Category,Sub Category,Visits,Ranking
67fa9272dc1ea1708e0a28b5,Academy Sports + Outdoors,304,920 Steger Towne Dr,Rockwall,Texas,TX,75032,"Dallas-Ft. Worth, TX",623,"Dallas-Fort Worth-Arlington, TX Metro Area",19100,32.895572662353516,-96.46847534,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,232116,240
be82a4d0f8a99613f9779fc2,Academy Sports + Outdoors,269,160 Hollywood Blvd,Starkville,Mississippi,MS,39759,"Columbus-Tupelo-West Point, MS",673,"Starkville, MS Micro Area",44260,33.4467659,-88.847229,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,231170,241
c8ff3aee4e07c77db2e6568f,Academy Sports + Outdoors,240,9210 Hwy 6,Missouri City,Texas,TX,77459,"Houston, TX",618,"Houston-The Woodlands-Sugar Land, TX Metro Area",26420,29.53561019897461,-95.53119659,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,229950,242
ffa6e3b1fb7c31ab78888af1,Academy Sports + Outdoors,188,14405 W 135th St,Olathe,Kansas,KS,66062,"Kansas City, MO",616,"Kansas City, MO-KS Metro Area",28140,38.881378173828125,-94.75284576,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,226785,243
ab0a2d9bcd8b24c44418d86e,Academy Sports + Outdoors,343,100 S Creasy Ln Suite 1400,Lafayette,Indiana,IN,47905,"Lafayette, IN",582,"Lafayette-West Lafayette, IN Metro Area",29200,40.41554260253906,-86.84171295,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,223898,244
e8bab2472ceeb1e701188c16,Academy Sports + Outdoors,288,3555 Dr. M.L.K. Jr Blvd,New Bern,North Carolina,NC,28562,"Greenville-New Bern-Washington, NC",545,"New Bern, NC Metro Area",35100,35.094749450683594,-77.100914,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,222039,245
95e45d2176b72dba677d24bd,Academy Sports + Outdoors,77,4045 Central Expy,Plano,Texas,TX,75023,"Dallas-Ft. Worth, TX",623,"Dallas-Fort Worth-Arlington, TX Metro Area",19100,33.05193328857422,-96.69837952,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,221910,246
6504815c1e4a8d0178357923,Academy Sports + Outdoors,338,1041 Nolan St,Brenham,Texas,TX,77833,"Houston, TX",618,"Brenham, TX Micro Area",14780,30.145231246948242,-96.38021851,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,221574,247
c579d3fc97874db316d55ac6,Academy Sports + Outdoors,252,140 Glenwild Dr,Thibodaux,Louisiana,LA,70301,"New Orleans, LA",622,"Houma-Thibodaux, LA Metro Area",26380,29.813798904418945,-90.81711578,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,221402,248
b1065d737f99dee123161ba5,Academy Sports + Outdoors,194,9041 Southside Blvd Suite 157,Jacksonville,Florida,FL,32256,"Jacksonville, FL",561,"Jacksonville, FL Metro Area",27260,30.19225502,-81.55036926,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,218118,249
